Ref #,State,Organization,Date,Fact-Check URL,Author,Title,Paywall — Wayback Machine Link,TV Alternate/Duplicate Link,Notes,Claimant Name // (Claim Source?),Type of Claimant,Political Designation,Party Affiliation,Current Officeholder?,Current Position,Running for Office?,Aspiring Position,Topic,Source of Statement,Fact-Check Format,Was a Definitive Rating Given?,Multiple claims?,DELETE,INDIVIDUAL RECORD,ECONOMIC ISSUES,GOVERNMENT OPERATIONS,VOTING/ELECTIONS,CIVIL RIGHTS MINORITY ISSUES AND CIVIL LIBERTIES,IMMIGRATION AND REFUGEE ISSUES,LGBTQ,RACE,RELIGION,SOCIAL WELFARE,EDUCATION,ABORTION/WOMEN,HEALTH,LAW AND CRIME AND POLICING,GUNS,HISTORY,LEGISLATION,AGRICULTURE,ENERGY AND ENVIRONMENT,COMMUNITY DEVELOPMENT AND HOUSING,TECHNOLOGY SCIENCE SPACE,MEDIA AND COMMUNICATIONS
58,Arizona,Arizona Center for Investigative Reporting (Gigafact),11/7/2022,https://gigafact.org/fact-briefs/did-an-arizona-judge-rule-that-armed-election-monitors-must-stay-250-feet-away-from-ballot-drop-boxes-1,Ngan Nguyen,Did an Arizona judge rule that armed Clean Elections USA drop box monitors must stay 250 feet away from ballot drop boxes?,,,,Unknown social media user(s),Nonpolitical,,,,,,,"Voting/Elections, Law crime and policing",Social Media,Article,Yes,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Arizona,Arizona Center for Investigative Reporting (Gigafact),11/8/2022,https://gigafact.org/fact-briefs/did-maricopa-county-experience-problems-with-voting-machines-on-election-day,Ngan Nguyen,Did Maricopa County experience problems with voting machines on Election Day?,,,,Bill Gates,Political,Politician,Republican,Yes,County Official,No,,Voting/Elections,Social Media,Article,Yes,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Arizona,Arizona Center for Investigative Reporting (Gigafact),11/8/2022,https://gigafact.org/fact-briefs/will-the-department-of-justice-have-election-day-monitors-in-arizona,Jordan Gerard,Will the Department of Justice have Election Day monitors in Arizona?,,,,Eric Fink,Nonpolitical,,,,,,,"Voting/Elections, Government Operations",Social Media,Article,Yes,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Arizona,Arizona Center for Investigative Reporting (Gigafact),11/8/2022,https://gigafact.org/fact-briefs/will-a-ballot-submitted-in-the-box-3-slot-of-a-maricopa-county-voting-machine-still-count,Ngan Nguyen,Will a ballot submitted in the 'door 3' slot of a Maricopa County voting machine still count?,,,,Arizona Republican Party,Political,Political organization,Republican,,,,,Voting/Elections,Interview/TV Appearance,Article,Yes,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Arizona,Arizona Center for Investigative Reporting (Gigafact),11/8/2022,https://gigafact.org/fact-briefs/are-250000-people-crossing-the-arizona-border-every-month,Ngan Nguyen,"Are 250,000 people crossing the Southern U.S. border every month?",,,,Abe Hamadeh,Political,Politician,Republican,No,,Yes,State Attorney General,Immigration and Refugee Issues,Interview/TV Appearance,Article,Yes,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Arizona,Arizona Center for Investigative Reporting (Gigafact),11/8/2022,https://gigafact.org/fact-briefs/can-the-vote-count-be-finished-on-election-day-in-arizona-2,Jordan Gerard,Will the vote count be finished on Election Day in Arizona?,,,,Garrett Archer,Nonpolitical,,,,,,,Voting/Elections,Social Media,Article,Yes,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Arizona,PolitiFact Arizona,9/19/2022,https://www.politifact.com/factchecks/2022/sep/19/tom-horne/attack-school-chief-kathy-hoffman-lacks-key-testin/,"Renee Romo, Alexis Waiss",Attack on school chief Kathy Hoffman lacks key testing context,,,,Tom Horne,Political,Politician,Republican,No,,Yes,Superintendent of Public Instruction,"Individual Record, Education",Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
66,Arizona,PolitiFact Arizona,9/19/2022,https://www.politifact.com/factchecks/2022/sep/19/kathy-hoffman/yes-kathy-hoffman-lobbied-hire-hundreds-counselors/,Haley Tenore,"Yes, Kathy Hoffman lobbied to hire hundreds of counselors at Arizona schools",,,,Kathy Hoffman,Political,Politician,Democratic,Yes,Superintendent of Public Instruction,Yes,Superintendent of Public Instruction,"Individual Record, Education",Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,Arizona,PolitiFact Arizona,9/30/2022,https://www.politifact.com/factchecks/2022/sep/30/adrian-fontes/republican-arizona-secretary-state-candidate-aims-/,Renee Romo,Republican Arizona secretary of state candidate aims to end mail-in voting option for millions,,,,Adrian Fontes,Political,Politician,Democratic,No,,Yes,State Secretary of State,"Individual Record, Voting/Elections",Debate,Article,Yes,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Arizona,PolitiFact Arizona,10/17/2022,https://www.politifact.com/factchecks/2022/oct/17/nick-myers/no-assistance-to-us-tribal-nations-isnt-foreign-ai/,Chad Bradley,"No, assistance to US tribal nations isn't foreign aid",,,,Nick Myers,Political,Politician,Republican,No,,Yes,State Official,Government Operations,Debate,Article,Yes,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Arizona,PolitiFact Arizona,10/18/2022,https://www.politifact.com/factchecks/2022/oct/18/arizona-democratic-party/fact-checking-arizona-democrats-claim-that-abraham/,Alexis Waiss,Fact-checking Arizona Democrats’ claim that Abraham Hamadeh misled about his legal experience,,,,Arizona Democratic Party,Political,Political organization,Democratic,,,,,Individual Record,Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Arizona,PolitiFact Arizona,10/19/2022,https://www.politifact.com/factchecks/2022/oct/19/debbie-lesko/arizona-debbie-leskos-comparison-of-electric-c/,Haley Tenore,Arizona Rep. Debbie Lesko’s comparison of electric car and traditional batteries misses key points,,,,Debbie Lesko,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,Energy and Environment,Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71,Arizona,PolitiFact Arizona,10/28/2022,https://www.politifact.com/factchecks/2022/oct/28/tom-horne/republican-arizona-school-chief-candidate-said-kid/,Renee Romo,Republican Arizona school chief candidate said kids are resistant to COVID-19,,,,Tom Horne,Political,Politician,Republican,No,,Yes,Superintendent of Public Instruction,Health,Debate,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,Arizona,PolitiFact Arizona,11/2/2022,https://www.politifact.com/factchecks/2022/nov/02/kari-lake/no-katie-hobbs-did-not-vote-pull-pledge-allegiance/,Haley Tenore,"No, Katie Hobbs did not vote to pull the Pledge of Allegiance or the U.S. Constitution from school",,,,Kari Lake,Political,Politician,Republican,No,,Yes,Governor,"Individual Record, Education",Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,Arizona,PolitiFact Arizona,11/2/2022,https://www.politifact.com/factchecks/2022/nov/02/kris-mayes/kris-mayes-exaggerates-ag-abraham-hamadeh-could-se/,Alexis Waiss,"Kris Mayes exaggerates, but as AG, Abraham Hamadeh could seek jail time for abortion providers",,,,Kris Mayes,Political,Politician,Democratic,No,,Yes,State Attorney General,"Individual Record, Abortion/Women",Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,Arizona,PolitiFact Arizona,11/2/2022,https://www.politifact.com/factchecks/2022/nov/02/kris-mayes/kris-mayes-said-arizonas-murder-rate-rose-by-20-un/,Sydney Carruth,Kris Mayes said Arizona’s murder rate rose by 20% under Republican leadership,,,,Kris Mayes,Political,Politician,Democratic,No,,Yes,State Attorney General,"Law and Crime and Policing, Individual Record",Debate,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,Arizona,PolitiFact Arizona,11/3/2022,https://www.politifact.com/factchecks/2022/nov/03/kari-lake/katie-hobbs-backed-bill-double-arizona-gas-taxes/,Alexis Waiss,Katie Hobbs backed bill to double Arizona gasoline taxes,,,,Kari Lake,Political,Politician,Republican,No,,Yes,Governor,"Individual Record, Economic Issues",Speech/Remarks,Article,Yes,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Arizona,PolitiFact Arizona,11/4/2022,https://www.politifact.com/factchecks/2022/nov/04/jevin-hodge/hodge-schweikert-convicted-11-counts-house-ethics/,Chad Bradley,Hodge: Schweikert convicted of 11 counts of House ethics violations,,,,Jevin Hodge,Political,Politician,Democratic,No,,Yes,U.S. Representative,Individual Record,Social Media,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Arizona,PolitiFact Arizona,11/8/2022,https://www.politifact.com/factchecks/2022/nov/09/kari-lake/kari-lake-says-falsely-covid-19-vaccines-are-ineff/,Alexis Waiss,Kari Lake says falsely that COVID-19 vaccines are ineffective and dangerous for children,,,,Kari Lake,Political,Politician,Republican,No,,Yes,Governor,Health,Social Media,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,Arizona,PolitiFact Arizona,11/8/2022,https://www.politifact.com/factchecks/2022/nov/09/everytown-gun-safety/yes-arizona-republican-governor-candidate-kari-lak/,Renee Romo,"Yes, Arizona Republican governor candidate Kari Lake opposes red flag laws",,,,Everytown for Gun Safety,Political,Political organization,Progressive,,,,,"Individual Record, Guns",Advertisement,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82,California,PolitiFact California,3/9/2022,https://www.capradio.org/articles/2022/03/09/newsom-touts-response-to-homelessness-in-state-of-the-state-heres-context-for-his-claims/,Chris Nichols,Newsom touts response to homelessness in State of the State. Here’s context for his claims.,,,may need to be split,Gavin Newsom,Political,Politician,Democratic,Yes,Governor,Yes,Governor,Community Development and Housing,Speech/Remarks,Article,Yes,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,California,PolitiFact California,3/9/2022,https://www.capradio.org/articles/2022/03/09/newsom-touts-response-to-homelessness-in-state-of-the-state-heres-context-for-his-claims/,Chris Nichols,Newsom touts response to homelessness in State of the State. Here’s context for his claims.,,,,Gavin Newsom,Political,Politician,Democratic,Yes,Governor,Yes,Governor,"Community Development and Housing, Individual Record",Speech/Remarks,Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,California,The Sacramento Bee Fact Check,4/7/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article260151740.html,"Lindsey Holden, Sam Stanton",Fact check: Did Gavin Newsom’s parole board release Sacramento suspect early?,https://web.archive.org/web/20220407202942/https://www.sacbee.com/news/politics-government/capitol-alert/article260151740.html?ac_cid=DM631033&ac_bid=-508126061,,,California Republican Party,Political,Political organization,Republican,,,,,"Law and Crime and Policing, Individual Record",Written Statement,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,California,The Sacramento Bee Fact Check,4/19/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article260528472.html,Andrew Sheeler,Fact Check: Do California lawmakers want to decriminalize infanticide? Here’s what we found,https://web.archive.org/web/20220420071555/https://www.sacbee.com/news/politics-government/capitol-alert/article260528472.html,,,California Family Council,Political,Political organization,Conservative,,,,,"Abortion/Women, Legislation, Law and Crime and Policing",Written Statement,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
85,California,The Sacramento Bee Fact Check,5/6/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article261130162.html,Lindsey Holden,Fact check: Could sixth-graders get vaccines without parents’ consent under this California plan?,https://web.archive.org/web/20220506120116/https://www.sacbee.com/news/politics-government/capitol-alert/article261130162.html,,,California Family Council,Political,Political organization,Conservative,,,,,Health,Written Statement,Audio + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,California,The Sacramento Bee Fact Check,5/27/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article261826205.html,Andrew Sheeler,Fact check: Gavin Newsom says California gun deaths dropped after state passed gun laws,https://web.archive.org/web/20220527105933/https://www.sacbee.com/news/politics-government/capitol-alert/article261826205.html,,,Gavin Newsom,Political,Politician,Democratic,Yes,Governor,Yes,Governor,"Legislation, Guns",Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
87,California,The Sacramento Bee Fact Check,6/3/2022,https://www.sacbee.com/news/politics-government/election/california-elections/article262035117.html,David Lightman,Fact check of candidates in CA-3 Congressional election debate,https://archive.ph/AbIGR,,,Kevin Kiley,Political,Politician,Republican,Yes,State Legislator,Yes,U.S. Representative,Voting/Elections,Debate,Article,Yes,A,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,The Sacramento Bee Fact Check,6/3/2022,https://www.sacbee.com/news/politics-government/election/california-elections/article262035117.html,David Lightman,Fact check of candidates in CA-3 Congressional election debate,https://archive.ph/AbIGR,,,Scott Jones,Political,Politician,Republican,Yes,County Official,Yes,U.S. Representative,Economic Issues,Debate,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,The Sacramento Bee Fact Check,6/3/2022,https://www.sacbee.com/news/politics-government/election/california-elections/article262035117.html,David Lightman,Fact check of candidates in CA-3 Congressional election debate,https://archive.ph/AbIGR,,,Kermit Jones,Political,Politician,Democratic,No,,Yes,U.S. Representative,Economic Issues,Debate,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,The Sacramento Bee Fact Check,6/3/2022,https://www.sacbee.com/news/politics-government/election/california-elections/article262035117.html,David Lightman,Fact check of candidates in CA-3 Congressional election debate,https://archive.ph/AbIGR,,,Kevin Kiley,Political,Politician,Republican,Yes,State Legislator,Yes,U.S. Representative,Health,Debate,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,California,The Sacramento Bee Fact Check,6/3/2022,https://www.sacbee.com/news/politics-government/election/california-elections/article262035117.html,David Lightman,Fact check of candidates in CA-3 Congressional election debate,https://archive.ph/AbIGR,,,Kevin Kiley,Political,Politician,Republican,Yes,State Legislator,Yes,U.S. Representative,Economic Issues,Debate,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,California,The Sacramento Bee Fact Check,6/17/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article262543872.html,Andrew Sheeler,"Fact check: Would Californians have saved $2,400 if the gas tax were suspended in January?",https://web.archive.org/web/20220717213558/https://www.sacbee.com/news/politics-government/capitol-alert/article262543872.html?ac_cid=DM660072&ac_bid=197379396,,,California Assembly Republican Caucus,Political,Political organization,Republican,,,,,Economic Issues,Written Statement,Article,Yes,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,California,The Sacramento Bee Fact Check,7/21/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article263667368.html,Andrew Sheeler,Fact check: Did Gov. Gavin Newsom admit that his state of emergency was illegal?,https://web.archive.org/web/20220721140535/https://www.sacbee.com/news/politics-government/capitol-alert/article263667368.html,,,Kevin Kiley,Political,Politician,Republican,Yes,State Legislator,Yes,U.S. Representative,"Health, Individual Record, Government Operations, Legislation",Social Media,Article,Yes,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
90,California,The Sacramento Bee Fact Check,8/8/2022,https://www.sacbee.com/news/politics-government/election/california-elections/article264329566.html,David Lightman,Did U-Haul run out of trucks as Californians fled the state?,https://web.archive.org/web/20220828230605/https://www.sacbee.com/news/politics-government/election/california-elections/article264329566.html,,Written by McClatchy’s chief congressional correspondent,Kevin Kiley,Political,Politician,Republican,Yes,State Legislator,Yes,U.S. Representative,Community Development and Housing,Speech/Remarks,Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,California,The Sacramento Bee Fact Check,9/16/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article265801536.html,Andrew Sheeler,Democratic candidate for California controller studied socialism in Venezuela. Fact or smear?,https://archive.ph/hV8AV#selection-1173.19-1173.112,,,Fox News,Nonpolitical,,,,,,,Individual Record,Written Statement,Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,California,The Sacramento Bee Fact Check,9/27/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html,Ari Plachta,"Sports betting to solve homelessness? Dodgy claims made by Prop. 26 and 27 campaigns, fact checked",https://web.archive.org/web/20220927120245/https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html?utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,,,You may have heard...,Nonpolitical,,,,,,,"Economic Issues, Health",Advertisement,Article,Yes,A,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,California,The Sacramento Bee Fact Check,9/27/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html,Ari Plachta,"Sports betting to solve homelessness? Dodgy claims made by Prop. 26 and 27 campaigns, fact checked",https://web.archive.org/web/20220927120245/https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html?utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,,,You may have heard...,Nonpolitical,,,,,,,"Economic Issues, Race",Advertisement,Article,Yes,B,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,California,The Sacramento Bee Fact Check,9/27/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html,Ari Plachta,"Sports betting to solve homelessness? Dodgy claims made by Prop. 26 and 27 campaigns, fact checked",https://web.archive.org/web/20220927120245/https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html?utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,,,You may have heard...,Nonpolitical,,,,,,,Health,Advertisement,Article,Yes,B,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,California,The Sacramento Bee Fact Check,9/27/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html,Ari Plachta,"Sports betting to solve homelessness? Dodgy claims made by Prop. 26 and 27 campaigns, fact checked",https://web.archive.org/web/20220927120245/https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html?utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,,,You may have heard...,Nonpolitical,,,,,,,"Health, Social Welfare",Advertisement,Article,Yes,B,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,California,The Sacramento Bee Fact Check,9/27/2022,https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html,Ari Plachta,"Sports betting to solve homelessness? Dodgy claims made by Prop. 26 and 27 campaigns, fact checked",https://web.archive.org/web/20220927120245/https://www.sacbee.com/news/politics-government/capitol-alert/article266083936.html?utm_campaign=trueanthem&utm_medium=social&utm_source=twitter,,,You may have heard...,Nonpolitical,,,,,,,Economic Issues,Advertisement,Article,Yes,B,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
